userId,username,passwordHash,email,firstName,lastName,roleId,isActive,createdAt,updatedAt,voided
11,george11,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george11@kisumu.co.ke,George,Taylor,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
12,edward12,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward12@kisumu.co.ke,Edward,Miller,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
13,george13,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george13@kisumu.co.ke,George,Wilson,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
14,alice14,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice14@kisumu.co.ke,Alice,Davis,3,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
15,bob15,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,bob15@kisumu.co.ke,Bob,Jones,3,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
16,diana16,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,diana16@kisumu.co.ke,Diana,Evans,3,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
17,charlie17,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,charlie17@kisumu.co.ke,Charlie,Brown,2,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
18,edward18,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward18@kisumu.co.ke,Edward,Brown,2,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
19,hannah19,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,hannah19@kisumu.co.ke,Hannah,Taylor,2,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
20,alice20,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice20@kisumu.co.ke,Alice,Evans,2,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
21,bob21,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,bob21@kisumu.co.ke,Bob,Davis,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
22,fiona22,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,fiona22@kisumu.co.ke,Fiona,Smith,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
23,edward23,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward23@kisumu.co.ke,Edward,Davis,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
24,edward24,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward24@kisumu.co.ke,Edward,Wilson,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
25,alice25,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice25@kisumu.co.ke,Alice,Brown,2,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
26,edward26,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward26@kisumu.co.ke,Edward,Wilson,3,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
27,diana27,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,diana27@kisumu.co.ke,Diana,Jones,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
28,alice28,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice28@kisumu.co.ke,Alice,Jones,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
29,fiona29,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,fiona29@kisumu.co.ke,Fiona,Wilson,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
30,charlie30,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,charlie30@kisumu.co.ke,Charlie,Brown,1,1,2025-08-29 06:21:13,2025-08-29 06:21:13,0
