userId,username,passwordHash,email,firstName,lastName,roleId,isActive,createdAt,updatedAt,voided
11,george11,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george11@kisumu.co.ke,George,Smith,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
12,edward12,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward12@kisumu.co.ke,Edward,Miller,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
13,edward13,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,edward13@kisumu.co.ke,Edward,Miller,3,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
14,diana14,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,diana14@kisumu.co.ke,Diana,Jones,3,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
15,alice15,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice15@kisumu.co.ke,Alice,Evans,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
16,george16,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george16@kisumu.co.ke,George,Evans,3,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
17,alice17,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice17@kisumu.co.ke,Alice,Taylor,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
18,bob18,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,bob18@kisumu.co.ke,Bob,Wilson,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
19,alice19,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice19@kisumu.co.ke,Alice,Brown,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
20,diana20,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,diana20@kisumu.co.ke,Diana,Taylor,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
21,hannah21,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,hannah21@kisumu.co.ke,Hannah,Smith,3,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
22,diana22,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,diana22@kisumu.co.ke,Diana,Jones,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
23,fiona23,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,fiona23@kisumu.co.ke,Fiona,Brown,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
24,george24,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george24@kisumu.co.ke,George,Smith,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
25,alice25,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice25@kisumu.co.ke,Alice,Wilson,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
26,charlie26,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,charlie26@kisumu.co.ke,Charlie,Miller,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
27,charlie27,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,charlie27@kisumu.co.ke,Charlie,Miller,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
28,alice28,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,alice28@kisumu.co.ke,Alice,Evans,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
29,george29,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george29@kisumu.co.ke,George,Evans,2,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
30,george30,2eebf679d102737c877e389ddb099f0abb05514e2a481b2edccb7a50f3845819,george30@kisumu.co.ke,George,Davis,1,1,2025-08-29 05:23:54,2025-08-29 05:23:54,0
